lat,lng,title,category,rating,content
-34.9227416,138.606741,Cafe Brunelli',cafe',4.2,"<h3>Cafe Brunelli</h3><div><img src=""/img/brunelli.jpg"" alt=""Cafe Brunelli"" width=""200"" height=""auto""></div><div><p>Description of Cafe Brunelli</p></div>'"
